RowNumber,StudentId,StudentScore,School,Gender,Age,tenure,previousScore,sportsParticipated,Sibling,IsRegular,everFailed,IsFailed
368,10048160,664,Kendriya Vidyalaya,girl,9,3,662,1,0,0,0,1
369,10027049,636,Kendriya Vidyalaya,boy,14,2,441,6,1,1,0,0
370,10021955,574,Govt Primary School,girl,12,4,240,2,0,1,0,1
371,10033374,484,Navodaya Vidyalaya,boy,14,2,243,1,1,0,1,1
372,10041407,486,Kendriya Vidyalaya,girl,7,3,845,7,0,1,0,0
373,10005776,288,Kendriya Vidyalaya,boy,7,2,317,5,1,1,0,0
374,10006261,779,Kendriya Vidyalaya,boy,8,2,209,1,0,1,0,0
375,10042943,885,Kendriya Vidyalaya,boy,12,2,967,4,0,1,1,1
376,10003593,693,Govt Primary School,girl,7,4,465,5,1,1,0,0
377,10014474,999,Kendriya Vidyalaya,boy,9,2,302,4,1,1,1,0
378,10037357,332,Navodaya Vidyalaya,boy,11,3,249,1,0,0,1,1
379,10044894,231,Navodaya Vidyalaya,girl,7,2,914,5,1,1,1,1
380,10015276,443,Navodaya Vidyalaya,girl,13,2,521,2,0,0,0,0
381,10045529,462,Govt Primary School,girl,13,4,618,5,1,1,1,0
382,10025803,357,Govt Primary School,boy,9,3,753,4,1,0,1,1
383,10006837,548,Kendriya Vidyalaya,girl,11,2,364,3,1,0,1,1
384,10042697,568,Kendriya Vidyalaya,boy,11,4,764,1,0,0,0,1
385,10033170,597,Kendriya Vidyalaya,boy,12,2,791,6,1,0,0,1
386,10010286,258,Govt Primary School,girl,13,4,667,2,1,1,0,0
387,10040402,859,Navodaya Vidyalaya,boy,12,3,588,1,1,1,0,0
388,10017557,210,Navodaya Vidyalaya,boy,13,4,367,1,1,1,0,1
389,10011620,245,Navodaya Vidyalaya,girl,14,2,631,4,1,0,0,1
390,10024687,349,Govt Primary School,girl,9,3,657,3,1,1,1,0
391,10013329,732,Kendriya Vidyalaya,girl,8,4,620,0,1,1,0,1
392,10039258,562,Kendriya Vidyalaya,boy,13,4,691,0,1,1,0,1
393,10007221,585,Navodaya Vidyalaya,boy,6,4,714,0,1,1,1,1
394,10014307,217,Navodaya Vidyalaya,boy,9,4,285,4,1,0,1,0
395,10039804,819,Navodaya Vidyalaya,girl,6,3,736,0,1,0,1,1
396,10045996,956,Kendriya Vidyalaya,girl,11,4,817,3,0,0,1,1
397,10042099,938,Govt Primary School,boy,6,2,447,4,1,0,1,0
398,10049491,640,Kendriya Vidyalaya,boy,13,4,877,5,1,0,1,0
399,10012297,548,Govt Primary School,girl,8,4,619,5,1,1,0,1
400,10002948,274,Govt Primary School,girl,10,3,867,6,1,0,1,0
401,10003388,931,Govt Primary School,boy,14,4,283,3,1,1,1,0
402,10009489,282,Kendriya Vidyalaya,girl,6,2,669,1,1,0,0,1
403,10042711,632,Navodaya Vidyalaya,boy,6,3,469,2,0,0,0,0
404,10015008,805,Navodaya Vidyalaya,boy,10,4,280,5,1,0,1,0
405,10000492,771,Govt Primary School,boy,8,2,791,2,0,0,0,1
406,10012656,914,Govt Primary School,boy,10,4,606,5,1,1,0,1
407,10004361,581,Navodaya Vidyalaya,girl,13,3,218,6,0,0,1,0
408,10005605,594,Navodaya Vidyalaya,girl,7,3,955,6,0,1,0,0
409,10010918,777,Kendriya Vidyalaya,boy,7,3,950,6,1,0,0,0
410,10012711,838,Kendriya Vidyalaya,girl,8,2,541,7,1,1,1,1
411,10001055,640,Navodaya Vidyalaya,boy,13,3,546,6,1,1,0,0
412,10012285,360,Govt Primary School,boy,10,2,467,5,1,0,0,0
413,10013274,574,Navodaya Vidyalaya,girl,8,4,426,4,1,0,1,1
414,10006033,949,Kendriya Vidyalaya,girl,14,3,282,7,1,0,0,1
415,10008260,409,Navodaya Vidyalaya,boy,12,3,947,5,1,1,1,0
416,10026648,608,Navodaya Vidyalaya,boy,12,2,654,1,0,1,1,0
417,10042402,586,Kendriya Vidyalaya,girl,7,2,772,5,1,1,0,0
418,10008425,461,Govt Primary School,girl,10,3,585,6,1,0,0,0
419,10045660,596,Govt Primary School,girl,11,4,934,6,0,0,0,1
420,10045160,404,Govt Primary School,girl,11,4,824,6,1,1,1,1
421,10031335,372,Kendriya Vidyalaya,girl,11,4,843,3,0,0,0,0
422,10002682,416,Govt Primary School,girl,9,4,833,6,0,1,0,0
423,10002711,434,Kendriya Vidyalaya,boy,9,4,526,7,1,1,1,1
424,10001262,858,Govt Primary School,girl,14,3,857,6,0,0,0,0
425,10021686,878,Govt Primary School,boy,10,3,408,4,1,0,0,0
426,10000836,256,Govt Primary School,boy,11,4,902,3,0,0,1,1
427,10047879,731,Kendriya Vidyalaya,boy,7,4,888,2,0,0,0,1
428,10012888,377,Govt Primary School,boy,13,2,610,3,1,1,0,1
429,10048058,263,Kendriya Vidyalaya,girl,6,3,761,1,0,1,1,0
430,10027527,341,Kendriya Vidyalaya,boy,13,3,315,0,1,0,1,0
431,10035846,801,Kendriya Vidyalaya,boy,10,4,230,7,0,0,1,1
432,10037180,220,Kendriya Vidyalaya,boy,7,2,798,0,0,0,1,0
433,10001020,810,Kendriya Vidyalaya,girl,14,3,440,5,1,0,0,0
434,10046376,331,Kendriya Vidyalaya,girl,6,2,676,4,0,0,0,0
435,10007710,360,Govt Primary School,boy,10,2,546,3,0,1,1,1
436,10006999,936,Govt Primary School,girl,8,2,735,5,1,0,1,1
437,10029061,329,Kendriya Vidyalaya,girl,6,4,528,5,0,1,0,1
438,10026207,557,Govt Primary School,boy,9,3,809,6,1,0,0,1
439,10013177,452,Govt Primary School,girl,8,3,437,6,1,1,0,1
440,10038905,568,Kendriya Vidyalaya,girl,12,3,987,6,1,1,1,1
441,10013983,521,Govt Primary School,girl,7,2,552,2,0,1,0,0
442,10043114,636,Govt Primary School,girl,13,4,586,3,1,0,0,0
443,10007413,674,Govt Primary School,girl,10,4,429,5,0,1,0,1
444,10014402,899,Govt Primary School,boy,7,4,249,4,0,1,0,0
445,10043030,569,Navodaya Vidyalaya,boy,13,2,709,3,1,1,0,0
446,10046043,275,Govt Primary School,girl,13,3,464,5,1,0,1,0
447,10032443,853,Govt Primary School,boy,12,3,300,3,0,0,1,1
448,10007634,635,Govt Primary School,boy,11,3,822,6,0,1,1,1
449,10013350,773,Govt Primary School,girl,9,4,879,4,0,1,0,0
450,10002590,388,Navodaya Vidyalaya,girl,11,3,237,3,0,1,0,1
451,10024892,547,Kendriya Vidyalaya,girl,11,2,958,1,1,1,1,1
452,10005672,302,Govt Primary School,boy,13,2,269,7,1,1,0,0
453,10012932,207,Navodaya Vidyalaya,boy,6,4,947,2,1,0,0,1
454,10026525,351,Navodaya Vidyalaya,girl,7,2,757,1,1,1,0,0
455,10024987,906,Govt Primary School,girl,9,4,292,4,1,0,1,0
456,10037197,239,Govt Primary School,boy,10,3,694,5,1,0,1,0
457,10027655,546,Govt Primary School,boy,12,2,497,2,0,0,0,0
458,10043415,558,Govt Primary School,boy,13,2,336,1,1,0,0,1
459,10008080,536,Kendriya Vidyalaya,boy,13,3,622,0,1,1,0,1
460,10027284,542,Navodaya Vidyalaya,boy,10,3,662,5,0,1,1,1
461,10044993,277,Kendriya Vidyalaya,boy,10,3,828,7,0,0,1,0
462,10039717,978,Govt Primary School,boy,9,2,651,4,1,0,1,0
463,10043562,616,Navodaya Vidyalaya,girl,14,4,537,7,1,1,0,0
464,10027635,456,Govt Primary School,girl,12,3,529,0,0,0,0,1
465,10049677,992,Navodaya Vidyalaya,boy,6,3,447,4,0,1,0,1
466,10043551,707,Govt Primary School,boy,6,2,547,7,0,1,1,1
467,10028647,931,Navodaya Vidyalaya,girl,7,3,223,2,1,1,0,0
468,10024590,994,Kendriya Vidyalaya,girl,12,2,972,4,1,1,0,1
469,10045143,222,Govt Primary School,boy,6,4,584,6,1,1,1,1
470,10016167,767,Govt Primary School,boy,7,3,227,1,1,0,0,0
471,10045130,530,Navodaya Vidyalaya,boy,13,2,717,3,1,0,1,1
472,10040180,709,Govt Primary School,boy,9,2,400,6,1,0,1,0
473,10024845,646,Govt Primary School,boy,8,4,823,6,0,1,1,1
474,10024307,538,Govt Primary School,boy,9,2,298,3,0,0,1,1
475,10039896,964,Govt Primary School,girl,7,2,929,6,0,0,1,1
476,10011883,697,Kendriya Vidyalaya,boy,11,4,361,1,0,1,0,1
477,10002698,339,Kendriya Vidyalaya,girl,14,4,239,6,1,1,1,0
478,10013447,883,Govt Primary School,girl,14,2,808,1,1,1,1,0
479,10009257,311,Govt Primary School,boy,8,4,641,1,1,1,1,0
480,10021383,931,Govt Primary School,boy,13,4,302,1,0,1,1,1
481,10024165,428,Navodaya Vidyalaya,boy,6,2,273,5,1,0,1,1
482,10018045,871,Govt Primary School,girl,8,2,915,4,0,1,1,1
483,10041297,668,Govt Primary School,boy,7,3,695,4,0,0,0,0
484,10008560,541,Kendriya Vidyalaya,boy,6,2,576,4,0,1,1,1
485,10023616,679,Navodaya Vidyalaya,boy,9,2,211,7,0,0,1,0
486,10030194,562,Govt Primary School,girl,12,4,973,5,0,1,1,1
487,10014106,201,Govt Primary School,boy,7,4,786,6,0,1,0,0
488,10041050,672,Govt Primary School,boy,8,3,604,4,1,1,1,0
489,10046021,468,Govt Primary School,boy,12,3,385,7,0,1,1,1
490,10023091,753,Kendriya Vidyalaya,girl,7,2,526,0,1,1,1,0
491,10038173,213,Navodaya Vidyalaya,boy,14,3,367,0,1,1,0,1
492,10047561,590,Govt Primary School,girl,14,3,307,4,1,1,1,1
493,10032542,729,Govt Primary School,girl,9,4,429,0,1,0,1,0
494,10022568,922,Govt Primary School,girl,9,4,817,2,0,0,1,1
495,10012952,978,Govt Primary School,girl,6,4,570,4,0,1,0,1
496,10001941,844,Kendriya Vidyalaya,boy,14,2,452,7,0,0,0,0
497,10040396,269,Govt Primary School,girl,13,2,346,0,0,0,0,0
498,10038519,779,Govt Primary School,boy,9,2,869,2,1,1,0,1
499,10028453,393,Kendriya Vidyalaya,boy,7,3,847,1,1,0,0,0
500,10037872,714,Govt Primary School,girl,12,3,229,6,1,1,0,1
501,10043881,415,Navodaya Vidyalaya,boy,12,3,665,6,1,1,0,0
502,10026926,881,Govt Primary School,boy,11,2,855,2,1,0,1,1
503,10042243,616,Govt Primary School,boy,12,4,302,2,0,0,1,1
504,10040427,747,Navodaya Vidyalaya,boy,10,2,511,6,0,1,0,1
505,10021139,228,Navodaya Vidyalaya,girl,7,2,484,5,1,1,0,0
506,10032099,882,Govt Primary School,boy,13,4,584,2,1,0,0,1
507,10005983,925,Kendriya Vidyalaya,boy,11,3,569,7,0,0,0,0
508,10038118,466,Kendriya Vidyalaya,girl,11,2,849,0,1,0,1,1
509,10036163,203,Govt Primary School,boy,8,2,664,0,0,0,0,0
510,10031383,475,Navodaya Vidyalaya,girl,12,2,534,4,1,0,1,0
511,10017427,770,Kendriya Vidyalaya,girl,6,4,957,6,1,0,0,1
512,10043908,453,Kendriya Vidyalaya,girl,7,2,686,2,1,1,1,0
513,10027164,720,Navodaya Vidyalaya,boy,12,2,935,4,1,1,1,1
514,10009922,350,Govt Primary School,boy,7,4,526,7,0,1,1,1
515,10011802,854,Govt Primary School,girl,7,3,804,1,1,0,1,1
516,10033917,806,Navodaya Vidyalaya,boy,7,2,707,1,0,0,1,1
517,10046765,467,Govt Primary School,girl,10,2,562,3,0,1,0,1
518,10015654,254,Kendriya Vidyalaya,boy,6,2,411,7,1,1,0,0
519,10048381,530,Govt Primary School,boy,11,4,729,4,0,1,1,1
520,10029358,560,Govt Primary School,boy,9,4,304,4,0,1,0,0
521,10007775,599,Govt Primary School,girl,8,4,416,7,1,1,0,1
522,10042122,357,Govt Primary School,boy,9,3,234,7,0,0,1,1
523,10020394,467,Navodaya Vidyalaya,boy,9,4,610,1,1,1,1,0
524,10016187,425,Kendriya Vidyalaya,boy,14,3,654,0,1,0,0,1
525,10013978,441,Govt Primary School,boy,7,2,301,1,1,1,0,0
526,10028157,798,Govt Primary School,girl,10,2,948,6,1,1,0,1
527,10014889,474,Govt Primary School,boy,10,4,447,4,0,1,0,0
528,10014805,768,Govt Primary School,boy,7,2,701,4,1,0,0,0
529,10042316,364,Kendriya Vidyalaya,girl,10,4,562,0,0,0,1,0
530,10019547,500,Govt Primary School,boy,12,2,639,0,1,0,1,0
531,10025119,393,Navodaya Vidyalaya,girl,14,4,327,2,0,0,1,0
532,10034237,336,Navodaya Vidyalaya,girl,11,2,564,2,1,1,0,1
533,10040612,596,Govt Primary School,boy,13,3,461,0,1,1,0,1
534,10025146,787,Navodaya Vidyalaya,boy,14,2,606,5,0,0,0,1
535,10005650,415,Govt Primary School,girl,10,3,905,1,1,1,0,1
536,10037324,371,Govt Primary School,boy,13,4,824,7,0,1,0,1
537,10021803,708,Kendriya Vidyalaya,boy,14,2,511,4,0,1,0,1
538,10049774,517,Navodaya Vidyalaya,boy,10,2,708,1,1,0,0,0
539,10015156,701,Kendriya Vidyalaya,girl,7,3,813,4,1,1,1,1
540,10037921,363,Kendriya Vidyalaya,girl,9,3,891,4,1,0,0,0
541,10044604,834,Govt Primary School,boy,9,3,262,0,1,1,0,0
542,10014105,931,Govt Primary School,boy,8,4,532,2,0,0,1,1
543,10008663,382,Govt Primary School,girl,13,3,865,2,1,0,1,0
544,10017653,220,Navodaya Vidyalaya,boy,10,4,384,3,0,1,1,1
545,10027485,985,Govt Primary School,girl,11,3,357,6,0,0,0,1
546,10009210,421,Navodaya Vidyalaya,girl,7,3,211,4,0,0,1,0
547,10020228,314,Govt Primary School,boy,8,2,696,0,0,1,0,0
548,10010626,235,Kendriya Vidyalaya,girl,14,2,833,1,0,0,0,1
549,10029674,263,Govt Primary School,boy,11,4,344,3,0,0,1,0
550,10041335,703,Govt Primary School,boy,8,2,327,2,0,1,0,0
551,10023012,775,Kendriya Vidyalaya,girl,12,3,487,1,0,1,0,0
552,10013811,909,Kendriya Vidyalaya,boy,9,3,314,3,0,1,0,0
553,10018158,942,Navodaya Vidyalaya,girl,11,4,330,7,1,0,0,1
554,10016458,611,Govt Primary School,boy,14,2,832,6,0,0,1,1
555,10013152,816,Kendriya Vidyalaya,boy,14,2,688,5,0,1,0,1
556,10013434,599,Navodaya Vidyalaya,girl,7,4,374,6,0,0,0,0
557,10023009,207,Kendriya Vidyalaya,boy,10,4,315,4,0,1,0,0
558,10020501,346,Kendriya Vidyalaya,boy,10,2,292,4,1,1,1,0
559,10009584,508,Navodaya Vidyalaya,boy,14,4,398,1,0,0,1,0
560,10010494,398,Navodaya Vidyalaya,girl,11,3,259,0,0,0,0,0
561,10028770,660,Kendriya Vidyalaya,girl,12,4,319,7,1,1,1,1
562,10004073,952,Navodaya Vidyalaya,boy,13,2,466,3,1,0,1,1
563,10034018,210,Navodaya Vidyalaya,boy,11,4,427,3,0,1,1,0
564,10005536,698,Govt Primary School,girl,9,4,625,2,0,0,1,1
565,10040038,583,Navodaya Vidyalaya,girl,14,4,786,3,0,1,1,0
566,10013883,635,Govt Primary School,boy,7,4,235,3,0,0,1,0
567,10012169,969,Navodaya Vidyalaya,girl,10,4,203,6,0,1,1,0
568,10045370,513,Navodaya Vidyalaya,girl,13,3,311,4,1,1,1,1
569,10009965,810,Kendriya Vidyalaya,boy,9,4,999,6,0,0,1,1
570,10028984,444,Govt Primary School,boy,11,3,904,1,1,0,0,0
571,10011393,490,Govt Primary School,boy,13,2,815,6,0,0,1,1
572,10001258,997,Govt Primary School,boy,6,4,914,2,0,1,1,0
573,10041827,867,Govt Primary School,boy,13,2,472,5,1,1,0,0
574,10025263,291,Navodaya Vidyalaya,girl,9,2,648,1,0,0,0,1
575,10000873,444,Navodaya Vidyalaya,boy,9,3,259,1,1,1,0,0
576,10001194,673,Govt Primary School,girl,11,4,648,2,0,1,0,1
577,10041284,800,Navodaya Vidyalaya,girl,14,3,543,7,0,0,1,1
578,10049290,285,Govt Primary School,boy,10,3,383,1,1,1,0,0
579,10048170,724,Govt Primary School,girl,14,4,440,0,1,0,0,1
580,10040683,744,Govt Primary School,boy,8,2,533,7,0,0,0,1
581,10048739,323,Navodaya Vidyalaya,boy,10,4,656,5,1,0,0,1
582,10047289,914,Navodaya Vidyalaya,girl,14,3,863,4,1,1,1,1
583,10015193,671,Navodaya Vidyalaya,girl,11,4,301,1,0,0,0,1
584,10032483,357,Kendriya Vidyalaya,girl,14,4,690,6,1,1,0,0
585,10038911,861,Kendriya Vidyalaya,girl,10,2,784,5,0,0,1,1
586,10014879,556,Govt Primary School,girl,6,2,640,7,1,1,1,1
587,10019486,379,Navodaya Vidyalaya,boy,8,4,852,5,1,0,0,1
588,10043467,551,Govt Primary School,boy,6,2,840,0,0,1,1,0
589,10002200,500,Govt Primary School,boy,8,4,946,5,0,1,0,0
590,10030532,323,Navodaya Vidyalaya,girl,14,4,839,6,1,1,0,1
591,10020147,455,Kendriya Vidyalaya,girl,8,2,835,5,1,1,1,0
592,10024847,622,Govt Primary School,boy,8,3,840,0,1,1,1,0
593,10022314,905,Govt Primary School,girl,12,4,528,3,0,1,0,1
594,10039351,266,Navodaya Vidyalaya,boy,12,3,784,0,0,1,1,1
595,10017488,529,Navodaya Vidyalaya,girl,11,2,225,3,0,1,1,0
596,10035408,397,Kendriya Vidyalaya,girl,8,3,727,7,1,0,0,0
597,10030303,524,Navodaya Vidyalaya,boy,12,2,386,6,0,1,1,1
598,10012410,380,Kendriya Vidyalaya,boy,11,2,287,4,1,1,0,0
599,10043069,708,Kendriya Vidyalaya,girl,12,4,620,6,1,0,1,0
600,10032922,461,Kendriya Vidyalaya,girl,10,2,964,1,0,1,0,1
601,10043210,460,Govt Primary School,girl,8,4,690,4,1,1,1,1
602,10046438,375,Navodaya Vidyalaya,girl,14,4,721,4,1,1,1,0
603,10019689,250,Govt Primary School,girl,10,2,484,5,1,1,0,1
604,10036530,657,Govt Primary School,boy,13,4,606,4,1,0,0,1
605,10012016,816,Govt Primary School,boy,9,4,358,6,0,0,0,1
606,10048605,887,Govt Primary School,boy,11,3,507,3,1,0,0,1
607,10041426,913,Govt Primary School,boy,7,4,777,2,1,0,1,0
608,10011408,730,Govt Primary School,boy,9,4,386,2,1,0,0,1
609,10043688,223,Govt Primary School,boy,12,3,315,4,0,1,0,1
610,10043268,518,Kendriya Vidyalaya,girl,11,3,589,0,1,0,1,1
611,10027151,230,Govt Primary School,boy,12,2,830,4,1,0,0,0
612,10048517,520,Govt Primary School,girl,10,4,815,3,0,0,0,1
613,10031814,354,Govt Primary School,girl,6,2,538,7,0,0,0,1
614,10030502,921,Navodaya Vidyalaya,boy,6,4,525,7,1,1,0,1
615,10004501,320,Kendriya Vidyalaya,boy,6,4,259,3,0,1,1,0
616,10033554,374,Navodaya Vidyalaya,girl,6,3,542,0,0,0,1,0
617,10017570,490,Navodaya Vidyalaya,boy,12,3,688,1,0,1,1,0
618,10044912,996,Kendriya Vidyalaya,girl,13,4,601,7,0,0,1,1
619,10038214,587,Navodaya Vidyalaya,boy,9,3,937,2,0,1,0,1
620,10038958,946,Navodaya Vidyalaya,girl,8,4,401,7,1,1,0,1
621,10045184,774,Govt Primary School,boy,9,3,259,6,1,0,1,0
622,10041291,995,Navodaya Vidyalaya,girl,10,4,543,5,0,1,0,1
623,10006915,565,Kendriya Vidyalaya,girl,7,4,843,1,1,1,0,1
624,10012505,254,Kendriya Vidyalaya,boy,8,2,453,0,1,0,0,1
625,10042973,991,Navodaya Vidyalaya,girl,6,4,342,1,1,0,1,1
626,10017753,307,Navodaya Vidyalaya,boy,12,3,275,1,0,1,0,1
627,10010198,220,Govt Primary School,boy,6,2,267,1,0,1,0,1
628,10034550,557,Govt Primary School,boy,8,2,721,2,1,0,0,0
629,10000031,576,Govt Primary School,boy,9,3,918,3,1,1,1,0
630,10042093,924,Navodaya Vidyalaya,girl,11,3,758,6,0,1,0,0
631,10004462,894,Govt Primary School,girl,13,3,488,6,1,0,1,1
632,10009206,438,Kendriya Vidyalaya,girl,6,3,486,3,1,0,1,0
633,10030128,407,Navodaya Vidyalaya,girl,6,4,421,1,1,1,1,1
634,10042231,324,Kendriya Vidyalaya,boy,8,2,623,3,1,1,1,1
635,10000016,300,Govt Primary School,boy,11,3,604,0,1,1,1,1
636,10023700,987,Navodaya Vidyalaya,girl,9,3,666,1,1,0,0,0
637,10010484,719,Navodaya Vidyalaya,girl,7,3,626,1,1,1,1,0
638,10037440,692,Govt Primary School,boy,7,2,418,6,1,0,0,1
639,10012250,824,Govt Primary School,girl,14,3,404,7,0,1,1,1
640,10017100,217,Govt Primary School,girl,10,2,274,7,1,0,1,1
641,10015761,295,Navodaya Vidyalaya,boy,7,3,900,2,0,0,1,0
642,10024789,946,Govt Primary School,girl,8,4,855,4,1,0,1,0
643,10043525,511,Govt Primary School,girl,14,3,423,4,1,1,1,1
644,10023490,402,Kendriya Vidyalaya,girl,7,3,692,6,1,1,0,0
645,10039696,983,Govt Primary School,girl,10,4,857,3,1,0,0,0
646,10036275,780,Govt Primary School,girl,11,4,968,2,0,1,0,0
647,10020122,504,Govt Primary School,girl,7,4,805,0,1,1,1,0
648,10016425,924,Govt Primary School,boy,10,3,574,0,0,1,0,0
649,10017191,744,Govt Primary School,girl,6,4,852,1,1,1,1,1
650,10002484,659,Govt Primary School,boy,10,4,491,0,0,1,0,0
651,10025473,454,Govt Primary School,girl,7,2,477,7,1,0,0,1
652,10010290,718,Govt Primary School,boy,12,3,622,2,0,1,0,1
653,10026956,536,Govt Primary School,boy,7,2,528,4,1,0,1,0
654,10041682,506,Kendriya Vidyalaya,boy,13,2,597,3,1,0,1,0
655,10045061,972,Navodaya Vidyalaya,boy,9,3,457,4,1,0,0,1
656,10027366,983,Kendriya Vidyalaya,boy,9,2,472,3,1,0,1,0
657,10021996,849,Navodaya Vidyalaya,boy,14,2,560,2,0,1,1,1
658,10047076,626,Kendriya Vidyalaya,girl,11,2,658,5,0,0,0,1
659,10005004,386,Govt Primary School,boy,14,3,953,5,0,0,1,1
660,10020181,424,Govt Primary School,girl,8,4,365,6,1,0,0,1
661,10032862,442,Kendriya Vidyalaya,girl,14,2,374,4,0,1,0,1
662,10049122,983,Navodaya Vidyalaya,boy,11,2,897,7,0,0,1,1
663,10007285,918,Govt Primary School,boy,8,3,534,2,1,0,1,1
664,10027683,421,Govt Primary School,boy,10,2,953,6,0,1,0,1
665,10039181,535,Govt Primary School,girl,9,2,205,6,1,0,1,0
666,10025229,383,Govt Primary School,boy,14,4,815,4,0,1,0,1
667,10016493,474,Govt Primary School,girl,6,4,888,6,1,0,0,1
668,10037072,314,Govt Primary School,boy,14,2,579,6,1,0,0,1
669,10025167,401,Navodaya Vidyalaya,boy,10,3,219,7,1,0,0,0
670,10010033,685,Govt Primary School,girl,11,3,607,1,0,0,1,0
671,10033012,229,Kendriya Vidyalaya,girl,8,3,842,6,0,0,1,0
672,10020833,398,Govt Primary School,boy,11,2,429,5,0,1,0,0
673,10016092,339,Govt Primary School,boy,14,3,490,5,1,0,1,1
674,10045920,535,Navodaya Vidyalaya,girl,9,2,309,2,0,0,1,0
675,10029594,972,Navodaya Vidyalaya,boy,14,2,874,3,0,0,0,0
676,10048416,259,Govt Primary School,girl,6,3,868,7,0,1,1,1
677,10002084,494,Navodaya Vidyalaya,girl,8,2,254,6,1,0,1,0
678,10023781,732,Kendriya Vidyalaya,boy,9,4,343,6,1,0,1,1
679,10028909,506,Navodaya Vidyalaya,girl,13,4,944,5,1,1,0,1
680,10016794,283,Navodaya Vidyalaya,girl,14,4,202,3,0,0,1,1
681,10000263,982,Govt Primary School,boy,11,3,925,1,1,1,1,1
682,10049652,779,Navodaya Vidyalaya,boy,12,4,321,4,0,1,1,1
683,10021199,399,Kendriya Vidyalaya,girl,12,2,943,3,1,1,1,0
684,10001365,682,Kendriya Vidyalaya,girl,7,2,794,0,1,0,0,0
685,10009807,718,Govt Primary School,boy,13,3,346,5,1,1,1,1
686,10048924,621,Navodaya Vidyalaya,boy,8,2,252,5,0,0,0,1
687,10025300,924,Govt Primary School,girl,11,3,383,5,0,1,1,0
688,10048787,661,Kendriya Vidyalaya,girl,9,3,541,2,1,1,0,1
689,10001185,880,Govt Primary School,girl,14,4,226,4,1,0,1,0
690,10047781,670,Govt Primary School,girl,13,3,931,2,1,0,1,0
691,10029692,834,Kendriya Vidyalaya,boy,8,3,732,4,0,1,0,1
692,10005704,463,Govt Primary School,boy,10,3,905,7,1,1,0,0
693,10023934,307,Kendriya Vidyalaya,boy,7,4,989,3,1,0,0,1
694,10004086,713,Govt Primary School,boy,12,2,743,5,1,0,0,0
695,10036279,269,Govt Primary School,girl,6,4,719,2,1,0,0,1
696,10017045,258,Govt Primary School,boy,8,3,805,0,0,1,1,0
697,10004405,566,Navodaya Vidyalaya,boy,7,3,411,3,0,1,0,1
698,10034196,313,Kendriya Vidyalaya,girl,10,2,294,5,0,0,1,1
699,10046710,671,Navodaya Vidyalaya,boy,14,4,425,7,0,1,1,1
700,10006214,918,Kendriya Vidyalaya,boy,11,4,510,2,1,1,1,0
701,10026805,600,Govt Primary School,girl,10,3,200,7,1,0,0,1
702,10029184,290,Govt Primary School,boy,8,2,407,3,0,1,1,1
703,10007919,617,Navodaya Vidyalaya,girl,10,2,288,3,0,1,1,1
704,10029097,445,Navodaya Vidyalaya,boy,7,4,357,0,0,0,1,1
705,10012158,428,Kendriya Vidyalaya,boy,14,3,976,3,1,1,1,0
706,10041185,323,Kendriya Vidyalaya,boy,12,3,203,3,0,1,0,1
707,10021740,474,Kendriya Vidyalaya,boy,8,2,457,1,0,1,0,1
708,10039896,241,Govt Primary School,boy,8,4,620,1,0,1,1,1
709,10037939,593,Govt Primary School,girl,8,3,838,5,0,1,1,0
710,10011512,566,Govt Primary School,girl,13,3,736,7,0,1,0,1
711,10008977,216,Govt Primary School,boy,11,2,526,2,1,1,0,1
712,10027155,633,Kendriya Vidyalaya,boy,6,4,763,6,1,0,0,1
713,10016143,260,Navodaya Vidyalaya,boy,11,4,499,2,0,0,0,1
714,10019658,527,Govt Primary School,girl,12,2,318,1,0,0,0,0
715,10033229,910,Navodaya Vidyalaya,girl,7,3,496,0,0,0,0,0
716,10007855,880,Govt Primary School,boy,10,3,920,4,0,0,1,1
717,10026702,604,Kendriya Vidyalaya,girl,8,2,376,1,1,0,0,1
718,10035714,403,Navodaya Vidyalaya,girl,9,4,655,5,1,0,1,1
719,10022369,736,Govt Primary School,boy,8,4,880,3,1,1,0,0
720,10036363,739,Govt Primary School,girl,11,4,643,5,1,1,1,0
721,10041392,902,Navodaya Vidyalaya,girl,10,4,670,3,0,0,0,0
722,10046743,980,Navodaya Vidyalaya,girl,8,4,803,6,0,0,1,0
723,10017250,544,Govt Primary School,boy,11,3,402,5,1,0,1,1
724,10018087,344,Govt Primary School,girl,10,2,399,4,0,0,0,0
725,10018139,448,Govt Primary School,boy,9,2,487,5,1,0,1,1
726,10033907,451,Govt Primary School,girl,9,4,204,1,1,0,0,1
727,10033761,961,Govt Primary School,boy,11,2,739,4,0,1,0,1
728,10041860,992,Govt Primary School,girl,7,4,448,6,0,1,1,1
729,10029063,987,Govt Primary School,girl,10,4,727,1,1,0,1,1
730,10000395,719,Govt Primary School,girl,12,4,574,4,0,1,0,0
731,10020095,826,Govt Primary School,boy,10,3,361,4,0,0,0,0
732,10016281,338,Govt Primary School,girl,8,4,288,1,1,0,0,1
733,10002101,902,Navodaya Vidyalaya,boy,7,2,880,3,1,1,0,1
734,10025322,576,Kendriya Vidyalaya,boy,7,4,638,2,0,0,0,0
735,10016864,868,Kendriya Vidyalaya,girl,13,3,618,1,0,1,1,0
736,10038365,226,Govt Primary School,boy,12,3,203,6,0,0,1,0
737,10041516,395,Navodaya Vidyalaya,boy,6,2,935,6,0,0,0,0
